num,character,char_slug,emotion,text,input_text,filename
248,이순신,yisunsin,[solemn],"{사령관}. 이제 우리에겐 거북선이 있다. 슈멜츠를 점령해 사령실 데이터를 연다 — 그 안에, 우르사로 가는 길이 있을 것이다.","[solemn] {사령관}. 이제 우리에겐 거북선이 있다. 슈멜츠를 점령해 사령실 데이터를 연다 — 그 안에, 우르사로 가는 길이 있을 것이다.",248_yisunsin.mp3
249,이순신,yisunsin,[solemn],100년 봉쇄의 손발 하나를 잘랐다. 하지만 머리는 아직 남아 있다.,[solemn] 100년 봉쇄의 손발 하나를 잘랐다. 하지만 머리는 아직 남아 있다.,249_yisunsin.mp3
250,이순신,yisunsin,[solemn],박사님의 방정식이 100년 뒤 우리를 여기로 이끌었습니다. 함께 가시죠.,[solemn] 박사님의 방정식이 100년 뒤 우리를 여기로 이끌었습니다. 함께 가시죠.,250_yisunsin.mp3
251,이순신,yisunsin,[solemn][hesitant],"(낮게) …저 기함, 움직임이 익숙하다. 내 전술을 방패 삼았구나. 허나 — 그 검을 벼린 건 나다. 정면은 피해라. 호위를 걷어내고, 본함의 옆구리를 친다.","[solemn][hesitant] (낮게) …저 기함, 움직임이 익숙하다. 내 전술을 방패 삼았구나. 허나 — 그 검을 벼린 건 나다. 정면은 피해라. 호위를 걷어내고, 본함의 옆구리를 친다.",251_yisunsin.mp3
252,이순신,yisunsin,[solemn],이건 — 바다의 폭풍과 같다. 흐름을 읽으면 통과할 수 있어.,[solemn] 이건 — 바다의 폭풍과 같다. 흐름을 읽으면 통과할 수 있어.,252_yisunsin.mp3
253,이순신,yisunsin,[solemn],박사. 우리는 우르사 메이저를 잡으러 갑니다. 박사의 이론이 필요하오.,[solemn] 박사. 우리는 우르사 메이저를 잡으러 갑니다. 박사의 이론이 필요하오.,253_yisunsin.mp3
254,이순신,yisunsin,[solemn],전 함대 — 거북선을 따른다.,[solemn] 전 함대 — 거북선을 따른다.,254_yisunsin.mp3
255,이순신,yisunsin,[solemn],{사령관}. 아이젠클로에게 전달해. — 이번엔 끝이라고.,[solemn] {사령관}. 아이젠클로에게 전달해. — 이번엔 끝이라고.,255_yisunsin.mp3
256,이순신,yisunsin,[solemn],"끝났어, 아이젠클로.","[solemn] 끝났어, 아이젠클로.",256_yisunsin.mp3
257,이순신,yisunsin,[solemn],보이드 군주. 크리그 뒤에 그 존재가 있었던 거군.,[solemn] 보이드 군주. 크리그 뒤에 그 존재가 있었던 거군.,257_yisunsin.mp3
258,이순신,yisunsin,[solemn],400년 전 거북선 — 12척으로 133척을 깼다. 오늘의 거북선 — 8영웅과 함께라면 더 큰 일도 한다.,[solemn] 400년 전 거북선 — 12척으로 133척을 깼다. 오늘의 거북선 — 8영웅과 함께라면 더 큰 일도 한다.,258_yisunsin.mp3
259,이순신,yisunsin,[solemn],좌표 — 제타 레티쿨리. 우르사 메이저 본거지.,[solemn] 좌표 — 제타 레티쿨리. 우르사 메이저 본거지.,259_yisunsin.mp3
260,이순신,yisunsin,[solemn],"400년 전, 옛 지구의 마지막 전쟁. 100년 전, 봉인. 그리고 오늘 — 마지막 일전이다.","[solemn] 400년 전, 옛 지구의 마지막 전쟁. 100년 전, 봉인. 그리고 오늘 — 마지막 일전이다.",260_yisunsin.mp3
261,이순신,yisunsin,[solemn],그 캡슐 — 나였다. 네가 봉인한 자가 오늘 너의 끝을 가져왔다.,[solemn] 그 캡슐 — 나였다. 네가 봉인한 자가 오늘 너의 끝을 가져왔다.,261_yisunsin.mp3
262,이순신,yisunsin,[solemn],학익진. 펼친다.,[solemn] 학익진. 펼친다.,262_yisunsin.mp3
263,이순신,yisunsin,[solemn],우르사 메이저 본체 — 노출. 보이드 방어막은 아직 활성.,[solemn] 우르사 메이저 본체 — 노출. 보이드 방어막은 아직 활성.,263_yisunsin.mp3
264,이순신,yisunsin,[solemn],400년 전 — 나는 12척으로 133척을 막았다. 오늘은 9척이면 충분하다.,[solemn] 400년 전 — 나는 12척으로 133척을 막았다. 오늘은 9척이면 충분하다.,264_yisunsin.mp3
265,이순신,yisunsin,[solemn][excited],거북선 노포 전탄 — 일점사!,[solemn][excited] 거북선 노포 전탄 — 일점사!,265_yisunsin.mp3
266,이순신,yisunsin,[solemn][hesitant],... 끝났다. 100년 봉인의 종결이다.,[solemn][hesitant] ... 끝났다. 100년 봉인의 종결이다.,266_yisunsin.mp3
267,이순신,yisunsin,[solemn],"(지구를 바라보며) 내가 살아 싸우던 그 시절, 올려다보던 바로 그 하늘이다. 변하지 않았어.","[solemn] (지구를 바라보며) 내가 살아 싸우던 그 시절, 올려다보던 바로 그 하늘이다. 변하지 않았어.",267_yisunsin.mp3
268,이순신,yisunsin,[solemn],"보이드 구역 3행성 — 캅테인 균열, WASP-12 b, 제타 레티쿨리. 우르사 메이저 잔존 세력이 아직 불안정해. 서둘러야 해.","[solemn] 보이드 구역 3행성 — 캅테인 균열, WASP-12 b, 제타 레티쿨리. 우르사 메이저 잔존 세력이 아직 불안정해. 서둘러야 해.",268_yisunsin.mp3
269,이순신,yisunsin,[solemn][hesitant],…100년. 내가 100년을 잠들었군.,[solemn][hesitant] …100년. 내가 100년을 잠들었군.,269_yisunsin.mp3
270,이순신,yisunsin,[solemn][hesitant],그대가 나를 깨웠소? …지구는.,[solemn][hesitant] 그대가 나를 깨웠소? …지구는.,270_yisunsin.mp3
271,이순신,yisunsin,[solemn],치크스는 아직 있소. 그렇다면 아직 싸워야 할 이유가 있군.,[solemn] 치크스는 아직 있소. 그렇다면 아직 싸워야 할 이유가 있군.,271_yisunsin.mp3
272,이순신,yisunsin,[solemn][curious],이길 수 있는 싸움이오?,[solemn][curious] 이길 수 있는 싸움이오?,272_yisunsin.mp3
273,이순신,yisunsin,[solemn],말이 다르군. 이기겠다고 하지 않고 이겨야 한다고 했소. 그것이 더 정직한 대답이오. 합류하겠소.,[solemn] 말이 다르군. 이기겠다고 하지 않고 이겨야 한다고 했소. 그것이 더 정직한 대답이오. 합류하겠소.,273_yisunsin.mp3
274,이순신,yisunsin,[solemn],{사령관}. 나는 불필요한 전투는 하지 않소. 이기는 전쟁만 합니다.,[solemn] {사령관}. 나는 불필요한 전투는 하지 않소. 이기는 전쟁만 합니다.,274_yisunsin.mp3
275,이순신,yisunsin,[solemn],나요. 넬슨. 오래됐소.,[solemn] 나요. 넬슨. 오래됐소.,275_yisunsin.mp3
276,마르코 폴로,marcopolo,[sly][hesitant],"이순신? …그 이름, 오랜만이군. 남들은 잡음으로 흘리지만 — 난 그 신호를 '봤어'. 에리다니 노인들이 잡았다는 그거.","[sly][hesitant] 이순신? …그 이름, 오랜만이군. 남들은 잡음으로 흘리지만 — 난 그 신호를 '봤어'. 에리다니 노인들이 잡았다는 그거.",276_marcopolo.mp3
277,마르코 폴로,marcopolo,[sly],"한 팀 하자. 길 찾고 정보 캐는 건, 이 은하에 나만 한 사람이 없거든.","[sly] 한 팀 하자. 길 찾고 정보 캐는 건, 이 은하에 나만 한 사람이 없거든.",277_marcopolo.mp3
278,마르코 폴로,marcopolo,[sly],"잠깐 — 다들 못 봤지? 저 잔해 너머, 탐사선 하나가 해적한테 뜯기고 있어.","[sly] 잠깐 — 다들 못 봤지? 저 잔해 너머, 탐사선 하나가 해적한테 뜯기고 있어.",278_marcopolo.mp3
279,마르코 폴로,marcopolo,[sly],크리그가 '광산 세금'을 빌미로 3주째 점거 중이야. 광부들은 착취당하고.,[sly] 크리그가 '광산 세금'을 빌미로 3주째 점거 중이야. 광부들은 착취당하고.,279_marcopolo.mp3
280,마르코 폴로,marcopolo,[sly],봉쇄만 하는 놈들이 아니야. 변방까지 손을 뻗고 있어.,[sly] 봉쇄만 하는 놈들이 아니야. 변방까지 손을 뻗고 있어.,280_marcopolo.mp3
281,마르코 폴로,marcopolo,[sly],"근데 무법자들이 기지를 끼고 앉았어. 안테나에 닿으려면, 먼저 치워야 해.","[sly] 근데 무법자들이 기지를 끼고 앉았어. 안테나에 닿으려면, 먼저 치워야 해.",281_marcopolo.mp3
282,마르코 폴로,marcopolo,[sly][hesitant],우르사이 마요리스 외곽… 발 들이는 순간 바로 적대야. 각오해.,[sly][hesitant] 우르사이 마요리스 외곽… 발 들이는 순간 바로 적대야. 각오해.,282_marcopolo.mp3
283,마르코 폴로,marcopolo,[sly],"{사령관}, 됐어. 카스텔룸 수퍼비아 집하장 — 32구역. 크리그 스파이가 고철 프레임 속에 정보를 숨겨 운반했어. 수퍼비아 놈들은 그냥 고철로 처리했겠지. 허나 내 눈은 못 속여.","[sly] {사령관}, 됐어. 카스텔룸 수퍼비아 집하장 — 32구역. 크리그 스파이가 고철 프레임 속에 정보를 숨겨 운반했어. 수퍼비아 놈들은 그냥 고철로 처리했겠지. 허나 내 눈은 못 속여.",283_marcopolo.mp3
284,마르코 폴로,marcopolo,[sly][hesitant],"그리고… 이상한 게 하나 더. 그 구역 폐기 목록에 없는 구형 캡슐 하나. 수백 년 전 설계야. 이런 건, 그냥 지나치는 법이 없지.","[sly][hesitant] 그리고… 이상한 게 하나 더. 그 구역 폐기 목록에 없는 구형 캡슐 하나. 수백 년 전 설계야. 이런 건, 그냥 지나치는 법이 없지.",284_marcopolo.mp3
285,마르코 폴로,marcopolo,[sly][hesitant],"저기 폐기 구역 끝… 목록에 없는 구형 물체야. 설계가 지금과 전혀 달라. 생명 반응이 — 미약하지만, 분명히 잡혀.","[sly][hesitant] 저기 폐기 구역 끝… 목록에 없는 구형 물체야. 설계가 지금과 전혀 달라. 생명 반응이 — 미약하지만, 분명히 잡혀.",285_marcopolo.mp3
286,마르코 폴로,marcopolo,[sly][hesitant],오르크... 접경지 밀수꾼들 사이에서 이름이 나왔어. 치크스-메카니카 접경이라 단속이 애매한 구역이야.,[sly][hesitant] 오르크... 접경지 밀수꾼들 사이에서 이름이 나왔어. 치크스-메카니카 접경이라 단속이 애매한 구역이야.,286_marcopolo.mp3
287,마르코 폴로,marcopolo,[sly],"치크스 감시선이 순찰 중이야. 정면은 자살이고 — 잠입은 거래자 위장이 최선이지. 뭐, 이런 건 내 전문이고.","[sly] 치크스 감시선이 순찰 중이야. 정면은 자살이고 — 잠입은 거래자 위장이 최선이지. 뭐, 이런 건 내 전문이고.",287_marcopolo.mp3
288,마르코 폴로,marcopolo,[sly],LHS1140-b 표면은 LHS 크리스탈 광산이야. 지하 17층까지 굴착했다는 소문이 있어. 사람을 가두기엔 딱이지.,[sly] LHS1140-b 표면은 LHS 크리스탈 광산이야. 지하 17층까지 굴착했다는 소문이 있어. 사람을 가두기엔 딱이지.,288_marcopolo.mp3
289,마르코 폴로,marcopolo,[sly][hesitant],"노동자들 표정 봐. 겁에 질려 있어 — 크리그한테 협박당하는 거야. …이런 건, 너무 많이 봤어.","[sly][hesitant] 노동자들 표정 봐. 겁에 질려 있어 — 크리그한테 협박당하는 거야. …이런 건, 너무 많이 봤어.",289_marcopolo.mp3
290,마르코 폴로,marcopolo,[sly][hesitant],(씩 웃으며) …내가 누군지 잊었어? 당연하지.,[sly][hesitant] (씩 웃으며) …내가 누군지 잊었어? 당연하지.,290_marcopolo.mp3
291,마르코 폴로,marcopolo,[sly],전면전은 무리야. 외곽 포대만 해도 우리 세 배라고.,[sly] 전면전은 무리야. 외곽 포대만 해도 우리 세 배라고.,291_marcopolo.mp3
292,마르코 폴로,marcopolo,[sly],"다음 길은 내가 연다. 크리그 보급 거점 — 위치, 경비, 교대 시간까지 전부 머릿속에 있거든.","[sly] 다음 길은 내가 연다. 크리그 보급 거점 — 위치, 경비, 교대 시간까지 전부 머릿속에 있거든.",292_marcopolo.mp3
293,마르코 폴로,marcopolo,[sly],저항군? 거기가 얼마나 위험한지 알아? 치크스 한복판의 외톨이 거점이라고.,[sly] 저항군? 거기가 얼마나 위험한지 알아? 치크스 한복판의 외톨이 거점이라고.,293_marcopolo.mp3
294,마르코 폴로,marcopolo,[sly][hesitant],뉴 마스... 오딧세이 기지. 나도 그쪽 루트 알아. 화물 운반하다 두어 번 거쳤어.,[sly][hesitant] 뉴 마스... 오딧세이 기지. 나도 그쪽 루트 알아. 화물 운반하다 두어 번 거쳤어.,294_marcopolo.mp3
295,마르코 폴로,marcopolo,[sly][hesitant],"저 화물 분류 코드… 저항군 화물이 맞는데, 운항 패턴이 크리그 배급 루틴이야. 안 맞아.","[sly][hesitant] 저 화물 분류 코드… 저항군 화물이 맞는데, 운항 패턴이 크리그 배급 루틴이야. 안 맞아.",295_marcopolo.mp3
296,마르코 폴로,marcopolo,[sly][hesitant],조용히 스며드는 거? …그건 내 전공이지.,[sly][hesitant] 조용히 스며드는 거? …그건 내 전공이지.,296_marcopolo.mp3
297,마르코 폴로,marcopolo,[sly],오그렌이 말한 내부 고발자 — '닥터 에바'. 글리제에 있어. 접촉하면 물증을 넘겨준다고 했어.,[sly] 오그렌이 말한 내부 고발자 — '닥터 에바'. 글리제에 있어. 접촉하면 물증을 넘겨준다고 했어.,297_marcopolo.mp3
298,마르코 폴로,marcopolo,[sly][hesitant],저 배… 본 적 있어. 은하 경매 시장에서 늘 최고가를 부르는 자유 상인이야. 한 번도 진 적이 없다더군.,[sly][hesitant] 저 배… 본 적 있어. 은하 경매 시장에서 늘 최고가를 부르는 자유 상인이야. 한 번도 진 적이 없다더군.,298_marcopolo.mp3
299,마르코 폴로,marcopolo,[sly],'장영실 2.0'이라고 불려. 기어월드에서 전설이지.,[sly] '장영실 2.0'이라고 불려. 기어월드에서 전설이지.,299_marcopolo.mp3
300,마르코 폴로,marcopolo,[sly],최대해봐야 8~10개.,[sly] 최대해봐야 8~10개.,300_marcopolo.mp3
301,마르코 폴로,marcopolo,[sly],잠깐. 크리그 내부 정보망이 잡혔어 — 공장 노동자들 사이에 반란 기미가 있대.,[sly] 잠깐. 크리그 내부 정보망이 잡혔어 — 공장 노동자들 사이에 반란 기미가 있대.,301_marcopolo.mp3
302,마르코 폴로,marcopolo,[sly],"거래가 되겠군. 우리가 카토닉에서 당신 동료를 빼내고, 당신들은 크리그 내부 항로 정보를 준다.","[sly] 거래가 되겠군. 우리가 카토닉에서 당신 동료를 빼내고, 당신들은 크리그 내부 항로 정보를 준다.",302_marcopolo.mp3
303,마르코 폴로,marcopolo,[sly],볼칸이 내부 노선을 줬어. 비축고는 3층 심층부야.,[sly] 볼칸이 내부 노선을 줬어. 비축고는 3층 심층부야.,303_marcopolo.mp3
304,마르코 폴로,marcopolo,[sly],수퍼비아는 외교가 전부야. 상인 의회가 이 행성을 쥐고 있지. 들어가려면 격식부터 갖춰야 해.,[sly] 수퍼비아는 외교가 전부야. 상인 의회가 이 행성을 쥐고 있지. 들어가려면 격식부터 갖춰야 해.,304_marcopolo.mp3
305,마르코 폴로,marcopolo,[sly],그건 내 무대지. 수퍼비아 상인 의회랑은 전에도 거래해봤거든 — 귀족 향수 한 병이면 회의실 문은 열려. 맡겨둬.,[sly] 그건 내 무대지. 수퍼비아 상인 의회랑은 전에도 거래해봤거든 — 귀족 향수 한 병이면 회의실 문은 열려. 맡겨둬.,305_marcopolo.mp3
306,마르코 폴로,marcopolo,[sly],"보이드 공간은 물리 법칙부터 달라. 시간이 늘어지고, 공간이 접혀. 함선 항법이 통째로 먹통이 될 수도 있어.","[sly] 보이드 공간은 물리 법칙부터 달라. 시간이 늘어지고, 공간이 접혀. 함선 항법이 통째로 먹통이 될 수도 있어.",306_marcopolo.mp3
307,마르코 폴로,marcopolo,[sly][hesitant],균열 지도 원석이라… 보이드 행성에서만 나오는 건데. 운 좋게 외곽에서 몇 개 챙겨놨지.,[sly][hesitant] 균열 지도 원석이라… 보이드 행성에서만 나오는 건데. 운 좋게 외곽에서 몇 개 챙겨놨지.,307_marcopolo.mp3
308,마르코 폴로,marcopolo,[sly][hesitant],저 배... 수퍼비아 주점에서 들은 그 연구선이야.,[sly][hesitant] 저 배... 수퍼비아 주점에서 들은 그 연구선이야.,308_marcopolo.mp3
309,마르코 폴로,marcopolo,[sly],"백구 녀석 꼬리 봐 — 저렇게 흔드는 건, 좋은 징조라는 뜻이지.","[sly] 백구 녀석 꼬리 봐 — 저렇게 흔드는 건, 좋은 징조라는 뜻이지.",309_marcopolo.mp3
310,마르코 폴로,marcopolo,[sly],전설의 제독 넬슨 — 옛 지구 최후의 대해전에서 스러진 자야. 그런데 우주에 빅토리가? 이건 — 우주 보존 캡슐이군.,[sly] 전설의 제독 넬슨 — 옛 지구 최후의 대해전에서 스러진 자야. 그런데 우주에 빅토리가? 이건 — 우주 보존 캡슐이군.,310_marcopolo.mp3
311,마르코 폴로,marcopolo,[sly],아이젠클로 데이터에 좌표 하나 — 제타 레티쿨리. 우르사 메이저 본거지야.,[sly] 아이젠클로 데이터에 좌표 하나 — 제타 레티쿨리. 우르사 메이저 본거지야.,311_marcopolo.mp3
312,마르코 폴로,marcopolo,[sly],레인저의 신호가 왔어. 저항군 전 함대 — 전투 준비 완료.,[sly] 레인저의 신호가 왔어. 저항군 전 함대 — 전투 준비 완료.,312_marcopolo.mp3
313,마르코 폴로,marcopolo,[sly],정보는 다 모았어. 더 살펴볼 게 없어. 이제 — 싸움이야.,[sly] 정보는 다 모았어. 더 살펴볼 게 없어. 이제 — 싸움이야.,313_marcopolo.mp3
314,마르코 폴로,marcopolo,[sly],적 후위 통신 — 차단 완료. 지원 워프 차단했어.,[sly] 적 후위 통신 — 차단 완료. 지원 워프 차단했어.,314_marcopolo.mp3
315,마르코 폴로,marcopolo,[sly][hesitant],(눈물을 닦으며) ...우리가 진짜 해냈어.,[sly][hesitant] (눈물을 닦으며) ...우리가 진짜 해냈어.,315_marcopolo.mp3
316,마르코 폴로,marcopolo,[sly][curious],다음 모험은 — 어디로?,[sly][curious] 다음 모험은 — 어디로?,316_marcopolo.mp3
317,마르코 폴로,marcopolo,[sly],허허. 100년을 기다렸소. 이런 통쾌한 광경을.,[sly] 허허. 100년을 기다렸소. 이런 통쾌한 광경을.,317_marcopolo.mp3
318,마르코 폴로,marcopolo,[sly],마르코 폴로요. 제네시스 프로토콜의 마르코 폴로.,[sly] 마르코 폴로요. 제네시스 프로토콜의 마르코 폴로.,318_marcopolo.mp3
319,마르코 폴로,marcopolo,[sly],"치크스가 날 붙잡아 놓더니만, 이 함선의 무역 경로 데이터를 빼내려고 했소. 물론 안 줬지요. 나는 거래를 강요당한 적이 없소.","[sly] 치크스가 날 붙잡아 놓더니만, 이 함선의 무역 경로 데이터를 빼내려고 했소. 물론 안 줬지요. 나는 거래를 강요당한 적이 없소.",319_marcopolo.mp3
320,마르코 폴로,marcopolo,[sly],"제독께서 알아봐주시는구먼. 자, 이제 거래합시다. 내가 가진 모든 항로 정보와 무역 네트워크를 드리겠소.","[sly] 제독께서 알아봐주시는구먼. 자, 이제 거래합시다. 내가 가진 모든 항로 정보와 무역 네트워크를 드리겠소.",320_marcopolo.mp3
321,마르코 폴로,marcopolo,[sly],"사령관 양반, 이 함선의 주인이오? 마음에 드는 눈을 가졌소. 자, 이제 거래합시다. 내가 가진 모든 항로 정보와 무역 네트워크를 드리겠소.","[sly] 사령관 양반, 이 함선의 주인이오? 마음에 드는 눈을 가졌소. 자, 이제 거래합시다. 내가 가진 모든 항로 정보와 무역 네트워크를 드리겠소.",321_marcopolo.mp3
322,마르코 폴로,marcopolo,[sly],대신 지구까지 데려다 주시오.,[sly] 대신 지구까지 데려다 주시오.,322_marcopolo.mp3
323,유리 가가린,gagarin,[confident],칩 돌려줘서 고맙다. 보답으로 같이 가주지 — 어차피 이 근방에 나보다 잘 나는 녀석도 없으니까.,[confident] 칩 돌려줘서 고맙다. 보답으로 같이 가주지 — 어차피 이 근방에 나보다 잘 나는 녀석도 없으니까.,323_gagarin.mp3
324,유리 가가린,gagarin,[confident],"넥서스 프라임 LHS 광산 쪽, 아주 오래된 통신 패턴이 잡혀. 100년은 묵었고 — 이순신, 그 이름과 엮여 있어.","[confident] 넥서스 프라임 LHS 광산 쪽, 아주 오래된 통신 패턴이 잡혀. 100년은 묵었고 — 이순신, 그 이름과 엮여 있어.",324_gagarin.mp3
325,유리 가가린,gagarin,[confident],"덤으로, 데이터 안에 외피 도면도 있더군. 가시 돌기 구조 — 너희 골격 단편이랑 딱 맞아.","[confident] 덤으로, 데이터 안에 외피 도면도 있더군. 가시 돌기 구조 — 너희 골격 단편이랑 딱 맞아.",325_gagarin.mp3
326,유리 가가린,gagarin,[confident][hesitant],신호는 더 깊은 곳이야. 근데… 크리그 해적단 표식이 보여.,[confident][hesitant] 신호는 더 깊은 곳이야. 근데… 크리그 해적단 표식이 보여.,326_gagarin.mp3
327,유리 가가린,gagarin,[confident],여기야. 이 안테나가 100년간 이순신 신호를 중계해온 거지.,[confident] 여기야. 이 안테나가 100년간 이순신 신호를 중계해온 거지.,327_gagarin.mp3
328,유리 가가린,gagarin,[confident],"서두르자. 좌표만 따면, 다음 행선지가 정해져.","[confident] 서두르자. 좌표만 따면, 다음 행선지가 정해져.",328_gagarin.mp3
329,유리 가가린,gagarin,[confident],"그래도 이순신이 거기 있어. 크리그를 멈출 열쇠도, 거기 있고.","[confident] 그래도 이순신이 거기 있어. 크리그를 멈출 열쇠도, 거기 있고.",329_gagarin.mp3
330,유리 가가린,gagarin,[confident],"이 항로 — 옛 지구 시절, 한 우주국이 비밀 분류해 둔 경로야. 지금은 크리그가 쓰고 있어. 메카니카 부품이 글리제 436 분지 교역소에서 크리그로 넘어가. 에이전트 코드명 '오르크'.","[confident] 이 항로 — 옛 지구 시절, 한 우주국이 비밀 분류해 둔 경로야. 지금은 크리그가 쓰고 있어. 메카니카 부품이 글리제 436 분지 교역소에서 크리그로 넘어가. 에이전트 코드명 '오르크'.",330_gagarin.mp3
331,유리 가가린,gagarin,[confident],저 교역소 — 공식 목록에 없는 화물이 계속 들어와. 에이전트 '오르크'가 여기 담당이야.,[confident] 저 교역소 — 공식 목록에 없는 화물이 계속 들어와. 에이전트 '오르크'가 여기 담당이야.,331_gagarin.mp3
332,유리 가가린,gagarin,[confident],테슬라가 납치됐어. 메카니카 최고 설계자 — 크리그가 억지로 생체 병기를 설계하게 만들고 있어.,[confident] 테슬라가 납치됐어. 메카니카 최고 설계자 — 크리그가 억지로 생체 병기를 설계하게 만들고 있어.,332_gagarin.mp3
333,유리 가가린,gagarin,[confident],저 컨베이어 동선이 이상해. 크리스탈 일부가 지하로 내려가고 있어. 광산 창고치고 루트가 너무 깊어.,[confident] 저 컨베이어 동선이 이상해. 크리스탈 일부가 지하로 내려가고 있어. 광산 창고치고 루트가 너무 깊어.,333_gagarin.mp3
334,유리 가가린,gagarin,[confident][hesitant],그분을 꺼내면… 크리그 방어의 약점을 우리가 손에 쥐는 거군.,[confident][hesitant] 그분을 꺼내면… 크리그 방어의 약점을 우리가 손에 쥐는 거군.,334_gagarin.mp3
335,유리 가가린,gagarin,[confident],"지하 감옥으로 드는 길이 있어. 자연 균열대 — 셔틀 한 대 들어갈 폭이야. 좁지만, 가능해.","[confident] 지하 감옥으로 드는 길이 있어. 자연 균열대 — 셔틀 한 대 들어갈 폭이야. 좁지만, 가능해.",335_gagarin.mp3
336,유리 가가린,gagarin,[confident],이제 그 방패의 설계도가 우리 손에 있어. 장군의 전술이 거꾸로 놈들의 급소를 가리켜.,[confident] 이제 그 방패의 설계도가 우리 손에 있어. 장군의 전술이 거꾸로 놈들의 급소를 가리켜.,336_gagarin.mp3
337,유리 가가린,gagarin,[confident],먼저 조용히 들어가서 확인해야 해. 소란은 금물.,[confident] 먼저 조용히 들어가서 확인해야 해. 소란은 금물.,337_gagarin.mp3
338,유리 가가린,gagarin,[confident],글리제. 코르넬리우스 본사가 거기야.,[confident] 글리제. 코르넬리우스 본사가 거기야.,338_gagarin.mp3
339,유리 가가린,gagarin,[confident],설계는 누가 해? 우리 중에 함선 설계자 없잖아.,[confident] 설계는 누가 해? 우리 중에 함선 설계자 없잖아.,339_gagarin.mp3
340,유리 가가린,gagarin,[confident][hesitant],지구. (잠시 침묵) …오래 꿈꿨어. 별을 처음 날던 그날부터.,[confident][hesitant] 지구. (잠시 침묵) …오래 꿈꿨어. 별을 처음 날던 그날부터.,340_gagarin.mp3
341,유리 가가린,gagarin,[confident],복호기 정보와 일치해. 슈멜츠 — 거기가 다음 목표다.,[confident] 복호기 정보와 일치해. 슈멜츠 — 거기가 다음 목표다.,341_gagarin.mp3
342,유리 가가린,gagarin,[confident],그리고 동료들도 구출한다. 동시에.,[confident] 그리고 동료들도 구출한다. 동시에.,342_gagarin.mp3
343,유리 가가린,gagarin,[confident],캅테인b 균열. 보이드 행성 중 가장 접근성이 좋아. 하지만—,[confident] 캅테인b 균열. 보이드 행성 중 가장 접근성이 좋아. 하지만—,343_gagarin.mp3
344,유리 가가린,gagarin,[confident],게다가 — 이휘소 박사가 그 근처에 있다고 했잖아. 반드시 찾아야 해.,[confident] 게다가 — 이휘소 박사가 그 근처에 있다고 했잖아. 반드시 찾아야 해.,344_gagarin.mp3
345,유리 가가린,gagarin,[confident],사령실 데이터 회수. 아이젠클로 — 격파 확인. 봉쇄 집행관이 페스작센에서 끝났어.,[confident] 사령실 데이터 회수. 아이젠클로 — 격파 확인. 봉쇄 집행관이 페스작센에서 끝났어.,345_gagarin.mp3
346,유리 가가린,gagarin,[confident],단신으로? 미친 짓이야.,[confident] 단신으로? 미친 짓이야.,346_gagarin.mp3
347,유리 가가린,gagarin,[confident],지구가 — 바로 너머야. 우리가 끝내면 — 사람들이 다시 하늘을 본다.,[confident] 지구가 — 바로 너머야. 우리가 끝내면 — 사람들이 다시 하늘을 본다.,347_gagarin.mp3
348,유리 가가린,gagarin,[confident],"지구가 — 바로 너머야. 사령관, 결단을 내려.","[confident] 지구가 — 바로 너머야. 사령관, 결단을 내려.",348_gagarin.mp3
349,유리 가가린,gagarin,[confident],좌익도 깨끗하다. 학익진 — 완성.,[confident] 좌익도 깨끗하다. 학익진 — 완성.,349_gagarin.mp3
350,유리 가가린,gagarin,[confident],(창밖을 보며) 지구야. 정말 지구야.,[confident] (창밖을 보며) 지구야. 정말 지구야.,350_gagarin.mp3
351,유리 가가린,gagarin,[confident],1961년 4월 12일. 내가 처음 본 지구. 그때 그대로야.,[confident] 1961년 4월 12일. 내가 처음 본 지구. 그때 그대로야.,351_gagarin.mp3
352,유리 가가린,gagarin,[confident][hesitant][curious],"Поехали! 출발합시다! …아, 아직 전쟁 중인가요?","[confident][hesitant][curious] Поехали! 출발합시다! …아, 아직 전쟁 중인가요?",352_gagarin.mp3
353,유리 가가린,gagarin,[confident],100년이요? 그러면 제가 처음 우주에 갔을 때가 170년도 더 됐겠네요. 시간은 정말 이상한 것 같아요.,[confident] 100년이요? 그러면 제가 처음 우주에 갔을 때가 170년도 더 됐겠네요. 시간은 정말 이상한 것 같아요.,353_gagarin.mp3
354,유리 가가린,gagarin,[confident],그래도 우주는 여전히 아름다울 거예요.,[confident] 그래도 우주는 여전히 아름다울 거예요.,354_gagarin.mp3
355,유리 가가린,gagarin,[confident],이순신 제독이시군요! 당신의 한산도 해전을 공부한 적이 있어요. 소형 함선은 내 전문이에요.,[confident] 이순신 제독이시군요! 당신의 한산도 해전을 공부한 적이 있어요. 소형 함선은 내 전문이에요.,355_gagarin.mp3
356,유리 가가린,gagarin,[confident],"와, 마르코 폴로 선생까지! 100년 만의 새 동료가 한꺼번에 둘이라니. 소형 함선은 제 전문이에요 — 기대하셔도 좋습니다.","[confident] 와, 마르코 폴로 선생까지! 100년 만의 새 동료가 한꺼번에 둘이라니. 소형 함선은 제 전문이에요 — 기대하셔도 좋습니다.",356_gagarin.mp3
